Title, Career, Grading, Class Number, Type, Credits, GE, Status, Available Seats, Enrollment Cap, Enrolled, WaitCap, WaitList
['\n        PHYS 6A - 01\xa0\xa0 Introductory Physics I    ', 'Undergraduate', 'Student Option', '42233', 'Lecture', '5 units', 'MF', ' Open', '24', '268', '244', '0', '0']
['\n        PHYS 6B - 01\xa0\xa0 Introductory Physics II    ', 'Undergraduate', 'Student Option', '42236', 'Lecture', '5 units', 'SI', ' Open', '56', '256', '200', '0', '0']
['\n        PHYS 6B - 02\xa0\xa0 Introductory Physics II    ', 'Undergraduate', 'Student Option', '42239', 'Lecture', '5 units', 'SI', ' Open', '7', '230', '223', '0', '0']
['\n        PHYS 6L - 01\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42242', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 02\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42243', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 03\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42244', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 04\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42245', 'Laboratory', '1 units', '\xa0', ' Open', '1', '22', '21', '0', '0']
['\n        PHYS 6L - 05\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42246', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 06\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42247', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 07\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42248', 'Laboratory', '1 units', '\xa0', ' Open', '1', '22', '21', '0', '0']
['\n        PHYS 6L - 08\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42249', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 09\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42250', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6L - 10\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42251', 'Laboratory', '1 units', '\xa0', ' Open', '1', '22', '21', '0', '0']
['\n        PHYS 6L - 11\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42252', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '0', '0', '0', '0']
['\n        PHYS 6L - 12\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42253', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '0', '0', '0', '0']
['\n        PHYS 6M - 01\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42254', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 02\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42255', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 03\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42256', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 04\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42257', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 05\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42258', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 06\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42259', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 07\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42260', 'Laboratory', '1 units', '\xa0', ' Open', '1', '22', '21', '0', '0']
['\n        PHYS 6M - 08\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42261', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 09\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42262', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 10\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42263', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 11\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42264', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '0', '0', '0', '0']
['\n        PHYS 6M - 12\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42265', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '22', '22', '0', '0']
['\n        PHYS 6M - 13\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42266', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '0', '0', '999', '0']
['\n        PHYS 6M - 14\xa0\xa0 Introductory Physics Laboratory    ', 'Undergraduate', 'Student Option', '42267', 'Laboratory', '1 units', '\xa0', ' Closed', '0', '0', '0', '999', '0']
['\n        PHYS 9A - 01\xa0\xa0 Introduction to Research in Physics and Astrophysics    ', 'Undergraduate', 'Student Option', '43261', 'Seminar', '2 units', '\xa0', ' Closed', '0', '10', '10', '0', '0']
['\n        PHYS 9A - 02\xa0\xa0 Introduction to Research in Physics and Astrophysics    ', 'Undergraduate', 'Student Option', '43262', 'Seminar', '2 units', '\xa0', ' Open', '7', '10', '3', '0', '0']
['\n        PHYS 80U - 01\xa0\xa0 Physics and Psychophysics of Music    ', 'Undergraduate', 'Student Option', '43315', 'Lecture', '5 units', 'MF', ' Open', '26', '100', '74', '0', '0']
['\n        PHYS 102 - 01\xa0\xa0 Modern Physics    ', 'Undergraduate', 'Student Option', '43009', 'Lecture', '5 units', '\xa0', ' Open', '2', '90', '88', '0', '0']
['\n        PHYS 110A - 01\xa0\xa0 Electricity, Magnetism, and Optics    ', 'Undergraduate', 'Student Option', '42268', 'Lecture', '5 units', '\xa0', ' Closed', '0', '90', '92', '0', '0']
['\n        PHYS 112 - 01\xa0\xa0 Thermodynamics and Statistical Mechanics    ', 'Undergraduate', 'Student Option', '42270', 'Lecture', '5 units', '\xa0', ' Open', '6', '100', '94', '0', '0']
['\n        PHYS 116A - 01\xa0\xa0 Mathematical Methods in Physics    ', 'Undergraduate', 'Student Option', '42587', 'Lecture', '5 units', '\xa0', ' Open', '18', '110', '92', '0', '0']
['\n        PHYS 129 - 01\xa0\xa0 Nuclear and Particle Astrophysics    ', 'Undergraduate', 'Student Option', '42273', 'Lecture', '5 units', '\xa0', ' Open', '4', '40', '36', '0', '0']
['\n        PHYS 133 - 01\xa0\xa0 Intermediate Laboratory    ', 'Undergraduate', 'Student Option', '42274', 'Laboratory', '5 units', 'SR', ' Closed', '0', '35', '46', '0', '0']
['\n        PHYS 134 - 01\xa0\xa0 Physics Advanced Laboratory    ', 'Undergraduate', 'Student Option', '42277', 'Laboratory', '5 units', '\xa0', ' Open', '8', '36', '28', '0', '0']
['\n        PHYS 135B - 01\xa0\xa0 Astrophysics Advanced  Laboratory    ', 'Undergraduate', 'Multi-Term Course', '42558', 'Laboratory', '2 units', '\xa0', ' Open', '1', '20', '19', '0', '0']
['\n        PHYS 156 - 01\xa0\xa0 Applications of Solid State Physics    ', 'Undergraduate', 'Student Option', '42278', 'Lecture', '5 units', '\xa0', ' Open', '10', '20', '10', '0', '0']
['\n        PHYS 182 - 01\xa0\xa0 Scientific Communication for Physicists    ', 'Undergraduate', 'Student Option', '43467', 'Seminar', '5 units', '\xa0', ' Closed', '0', '15', '27', '0', '0']
['\n        PHYS 205 - 01\xa0\xa0 Introduction to Research in Physics    ', 'Graduate', 'Student Option', '42279', 'Lecture', '2 units', '\xa0', ' Open', '9', '20', '11', '0', '0']
['\n        PHYS 214 - 01\xa0\xa0 Electromagnetism II    ', 'Graduate', 'Student Option', '42280', 'Lecture', '5 units', '\xa0', ' Open', '5', '15', '10', '0', '0']
['\n        PHYS 215 - 01\xa0\xa0 Introduction to Non-Relativistic Quantum Mechanics    ', 'Graduate', 'Student Option', '42281', 'Lecture', '5 units', '\xa0', ' Closed', '0', '15', '18', '0', '0']
['\n        PHYS 218 - 01\xa0\xa0 Quantum Field Theory II    ', 'Graduate', 'Student Option', '42282', 'Lecture', '5 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        PHYS 226 - 01\xa0\xa0 General Relativity    ', 'Graduate', 'Student Option', '42284', 'Lecture', '5 units', '\xa0', ' Open', '18', '25', '7', '0', '0']
['\n        PHYS 232 - 01\xa0\xa0 Condensed Matter Physics    ', 'Graduate', 'Student Option', '42286', 'Lecture', '5 units', '\xa0', ' Open', '12', '15', '3', '0', '0']
['\n        PHYS 291A - 01\xa0\xa0 Cosmology    ', 'Graduate', 'Student Option', '42287', 'Seminar', '2 units', '\xa0', ' Open', '11', '15', '4', '0', '0']
['\n        PHYS 291C - 01\xa0\xa0 Developments in Theoretical Particle Physics    ', 'Graduate', 'Student Option', '42288', 'Seminar', '2 units', '\xa0', ' Open', '8', '15', '7', '0', '0']
['\n        PHYS 291D - 01\xa0\xa0 Experimental High-Energy Collider Physics    ', 'Graduate', 'Student Option', '42783', 'Seminar', '2 units', '\xa0', ' Open', '13', '15', '2', '0', '0']
['\n        PHYS 291E - 01\xa0\xa0 Applied Physics    ', 'Graduate', 'Student Option', '42781', 'Seminar', '2 units', '\xa0', ' Open', '7', '10', '3', '0', '0']
['\n        PHYS 291F - 01\xa0\xa0 Experimental High-Energy and Particle Astrophysics Seminar    ', 'Graduate', 'Student Option', '42782', 'Seminar', '2 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        PHYS 291G - 01\xa0\xa0 Condensed Matter Physics Research Seminar    ', 'Graduate', 'Student Option', '42784', 'Seminar', '2 units', '\xa0', ' Open', '9', '15', '6', '0', '0']
['\n        PHYS 292 - 01\xa0\xa0 Seminar    ', 'Graduate', 'Student Option', '42289', 'Seminar', '0 units', '\xa0', ' Open', '43', '60', '17', '0', '0']
['\n        POLI 60 - 01\xa0\xa0 Comparative Politics    ', 'Undergraduate', 'Student Option', '42879', 'Lecture', '5 units', 'CC', ' Closed', '0', '190', '196', '0', '0']
['\n        POLI 101 - 01\xa0\xa0 Introduction to Research Methods    ', 'Undergraduate', 'Student Option', '43193', 'Lecture', '5 units', 'SR', ' Open', '3', '50', '47', '0', '0']
['\n        POLI 105A - 01\xa0\xa0 Ancient Political Thought    ', 'Undergraduate', 'Student Option', '42290', 'Lecture', '5 units', '\xa0', ' Open', '24', '150', '126', '0', '0']
['\n        POLI 107 - 01\xa0\xa0 Politics of Aesthetics    ', 'Undergraduate', 'Student Option', '43797', 'Lecture', '5 units', 'IM', ' Open', '32', '50', '18', '0', '0']
['\n        POLI 111A - 01\xa0\xa0 Constitutional Law    ', 'Undergraduate', 'Student Option', '42304', 'Lecture', '5 units', '\xa0', ' Open', '2', '80', '78', '0', '0']
['\n        POLI 112 - 01\xa0\xa0 Women and the Law    ', 'Undergraduate', 'Student Option', '42317', 'Lecture', '5 units', '\xa0', ' Closed', '0', '103', '105', '0', '0']
['\n        POLI 116 - 01\xa0\xa0 Comparative Law    ', 'Undergraduate', 'Student Option', '42709', 'Lecture', '5 units', 'CC', ' Closed', '0', '140', '142', '0', '0']
['\n        POLI 120A - 01\xa0\xa0 Congress, President, and the Court in American Politics    ', 'Undergraduate', 'Student Option', '42322', 'Lecture', '5 units', '\xa0', ' Closed', '1', '150', '149', '0', '0']
['\n        POLI 127 - 01\xa0\xa0 Parties and Partisanship in American Politics    ', 'Undergraduate', 'Student Option', '43353', 'Lecture', '5 units', '\xa0', ' Closed', '0', '30', '30', '0', '0']
['\n        POLI 140C - 01\xa0\xa0 Latin American Politics    ', 'Undergraduate', 'Student Option', '42338', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '99', '0', '0']
['\n        POLI 147 - 01\xa0\xa0 The Politics of Territorial Conflict    ', 'Undergraduate', 'Student Option', '43937', 'Lecture', '5 units', '\xa0', ' Closed', '0', '30', '32', '0', '0']
['\n        POLI 152 - 01\xa0\xa0 Middle East Politics    ', 'Undergraduate', 'Student Option', '43354', 'Lecture', '5 units', 'CC', ' Open', '16', '50', '34', '0', '0']
['\n        POLI 153 - 01\xa0\xa0 Urban Politics    ', 'Undergraduate', 'Student Option', '43938', 'Lecture', '5 units', '\xa0', ' Closed', '0', '30', '30', '0', '0']
['\n        POLI 160A - 01\xa0\xa0 Theories of International and World Politics    ', 'Undergraduate', 'Student Option', '42343', 'Lecture', '5 units', '\xa0', ' Closed', '0', '100', '100', '0', '0']
['\n        POLI 161 - 01\xa0\xa0 Foreign Relations of China    ', 'Undergraduate', 'Student Option', '42898', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '24', '0', '0']
['\n        POLI 175 - 01\xa0\xa0 Human Rights    ', 'Undergraduate', 'Student Option', '42933', 'Lecture', '5 units', '\xa0', ' Closed', '0', '75', '76', '0', '0']
['\n        POLI 190E - 01\xa0\xa0 Transitions    ', 'Undergraduate', 'Student Option', '43001', 'Seminar', '5 units', '\xa0', ' Closed', '0', '20', '23', '0', '0']
['\n        POLI 190V - 01\xa0\xa0 States in the Global South    ', 'Undergraduate', 'Student Option', '43598', 'Seminar', '5 units', '\xa0', ' Closed', '0', '20', '21', '0', '0']
['\n        POLI 190W - 01\xa0\xa0 Topics in Latin American Politics    ', 'Undergraduate', 'Student Option', '43343', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '14', '0', '0']
['\n        POLI 200D - 01\xa0\xa0 Political Economy Core Seminar    ', 'Graduate', 'Student Option', '42349', 'Seminar', '5 units', '\xa0', ' Open', '3', '15', '12', '0', '0']
['\n        POLI 208 - 01\xa0\xa0 Race    ', 'Graduate', 'Student Option', '43012', 'Seminar', '5 units', '\xa0', ' Open', '10', '15', '5', '0', '0']
['\n        POLI 249 - 01\xa0\xa0 Politics of Protest    ', 'Graduate', 'Student Option', '43017', 'Seminar', '5 units', '\xa0', ' Open', '8', '15', '7', '0', '0']
['\n        PORT 1B - 01\xa0\xa0 Accelerated Portuguese    ', 'Undergraduate', 'Student Option', '42350', 'Lecture', '5 units', '\xa0', ' Open', '13', '20', '7', '0', '0']
['\n        PORT 60B - 01\xa0\xa0 Accelerated Portuguese for Speakers of Romance Languages    ', 'Undergraduate', 'Student Option', '42351', 'Lecture', '5 units', '\xa0', ' Open', '10', '20', '10', '0', '0']
["\n        PRTR 51A - 01\xa0\xa0 The Artist's Novel    ", 'Undergraduate', 'Student Option', '43922', 'Seminar', '2 units', '\xa0', ' Open', '12', '20', '8', '0', '0']
['\n        PRTR 61 - 01\xa0\xa0 Seminar in Arts    ', 'Undergraduate', 'Student Option', '43732', 'Seminar', '2 units', '\xa0', ' Open', '6', '15', '9', '0', '0']
['\n        PRTR 90B - 01\xa0\xa0 Art and Politics After Google    ', 'Undergraduate', 'Student Option', '43923', 'Seminar', '5 units', 'IM', ' Open', '14', '20', '6', '0', '0']
['\n        PRTR 95A - 01\xa0\xa0 Arts Education in the Community    ', 'Undergraduate', 'Student Option', '42352', 'Seminar', '5 units', '\xa0', ' Open', '6', '15', '9', '0', '0']
['\n        PRTR 141L - 01\xa0\xa0 Long Form Improvisation    ', 'Undergraduate', 'Student Option', '43311', 'Studio', '5 units', 'PR-C', ' Closed', '0', '0', '22', '0', '0']
['\n        PRTR 147O - 01\xa0\xa0 Opera Workshop/Music Practicum    ', 'Undergraduate', 'Student Option', '42353', 'Studio', '2 units', '\xa0', ' Closed', '20', '20', '0', '0', '0']
['\n        PSYC 1 - 01\xa0\xa0 Introduction to Psychology    ', 'Undergraduate', 'Student Option', '42354', 'Lecture', '5 units', 'PE-H', ' Closed', '0', '0', '235', '0', '0']
['\n        PSYC 2 - 01\xa0\xa0 Introduction to Psychological Statistics    ', 'Undergraduate', 'Student Option', '42368', 'Lecture', '5 units', 'SR', ' Closed', '0', '0', '151', '0', '0']
['\n        PSYC 10 - 01\xa0\xa0 Introduction to Developmental Psychology    ', 'Undergraduate', 'Student Option', '42386', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '122', '0', '0']
['\n        PSYC 20A - 01\xa0\xa0 Cognition: Fundamental Theories    ', 'Undergraduate', 'Student Option', '42393', 'Lecture', '5 units', '\xa0', ' Open', '2', '180', '178', '0', '0']
['\n        PSYC 100 - 01\xa0\xa0 Research Methods in Psychology    ', 'Undergraduate', 'Student Option', '42375', 'Lecture', '7 units', '\xa0', ' Closed', '0', '0', '240', '0', '0']
['\n        PSYC 104 - 01\xa0\xa0 Development in Infancy    ', 'Undergraduate', 'Student Option', '42400', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '64', '0', '0']
['\n        PSYC 115 - 01\xa0\xa0 Lifespan Developmental Psychopathology    ', 'Undergraduate', 'Student Option', '42401', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '95', '0', '0']
['\n        PSYC 116 - 01\xa0\xa0 Communication Technologies, Culture, and Human Development    ', 'Undergraduate', 'Student Option', '43298', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '115', '0', '0']
['\n        PSYC 119M - 01\xa0\xa0 Identity Development in Social and Cultural Contexts    ', 'Undergraduate', 'Student Option', '42701', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '28', '0', '0']
['\n        PSYC 121 - 01\xa0\xa0 Perception    ', 'Undergraduate', 'Student Option', '42406', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '124', '0', '0']
['\n        PSYC 124 - 01\xa0\xa0 Psychology of Reading    ', 'Undergraduate', 'Student Option', '43729', 'Lecture', '5 units', '\xa0', ' Open', '1', '60', '59', '0', '0']
['\n        PSYC 128 - 01\xa0\xa0 Human Factors    ', 'Undergraduate', 'Student Option', '42801', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '165', '0', '0']
['\n        PSYC 139G - 01\xa0\xa0 Conversations    ', 'Undergraduate', 'Student Option', '42414', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '30', '0', '0']
['\n        PSYC 139L - 01\xa0\xa0 Illusions    ', 'Undergraduate', 'Student Option', '43220', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '36', '0', '0']
['\n        PSYC 140F - 01\xa0\xa0 Mind, Society, and Culture    ', 'Undergraduate', 'Student Option', '43173', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '62', '0', '0']
["\n        PSYC 140L - 01\xa0\xa0 Women's Bodies and Psychological Well-Being    ", 'Undergraduate', 'Student Option', '42867', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '46', '0', '0']
['\n        PSYC 144 - 01\xa0\xa0 Latinx Psychology    ', 'Undergraduate', 'Student Option', '43791', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '59', '0', '0']
['\n        PSYC 145 - 01\xa0\xa0 Social Influence    ', 'Undergraduate', 'Student Option', '42418', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '66', '0', '0']
['\n        PSYC 147A - 01\xa0\xa0 Psychology and Law    ', 'Undergraduate', 'Student Option', '42423', 'Lecture', '5 units', '\xa0', ' Closed', '0', '60', '64', '0', '0']
['\n        PSYC 159H - 01\xa0\xa0 Community-Based Interventions    ', 'Undergraduate', 'Student Option', '42747', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '29', '0', '0']
['\n        PSYC 159P - 01\xa0\xa0 Race, Ethnicity, and Environmental Inequality    ', 'Undergraduate', 'Student Option', '43789', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '30', '0', '0']
['\n        PSYC 167 - 01\xa0\xa0 Clinical Psychology    ', 'Undergraduate', 'Student Option', '43801', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '60', '0', '0']
['\n        PSYC 170 - 01\xa0\xa0 Abnormal Psychology    ', 'Undergraduate', 'Student Option', '42434', 'Lecture', '5 units', '\xa0', ' Closed', '0', '116', '116', '0', '0']
['\n        PSYC 179F - 01\xa0\xa0 The Path to a Science of Dreaming    ', 'Undergraduate', 'Student Option', '43355', 'Seminar', '5 units', '\xa0', ' Closed', '0', '30', '30', '0', '0']
['\n        PSYC 182 - 01\xa0\xa0 Qualitative Research Methods    ', 'Undergraduate', 'Student Option', '42439', 'Lecture', '5 units', 'PR-E', ' Closed', '0', '0', '51', '0', '0']
['\n        PSYC 191A - 01\xa0\xa0 Introduction to Teaching Psychology    ', 'Undergraduate', 'Student Option', '42442', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '9', '0', '0']
['\n        PSYC 202R - 01\xa0\xa0 Introduction to R    ', 'Graduate', 'Student Option', '43256', 'Seminar', '5 units', '\xa0', ' Open', '5', '10', '5', '0', '0']
['\n        PSYC 210 - 01\xa0\xa0 The Experimental Method in Social Psychology    ', 'Graduate', 'Student Option', '42443', 'Seminar', '5 units', '\xa0', ' Closed', '0', '10', '11', '0', '0']
['\n        PSYC 211B - 01\xa0\xa0 Social Justice, Society, and Policy    ', 'Graduate', 'Student Option', '42444', 'Seminar', '5 units', '\xa0', ' Open', '4', '10', '6', '0', '0']
['\n        PSYC 214A - 01\xa0\xa0 Multivariate Techniques for Psychology    ', 'Graduate', 'Student Option', '42445', 'Seminar', '5 units', '\xa0', ' Open', '9', '20', '11', '0', '0']
['\n        PSYC 224B - 01\xa0\xa0 Proseminar: Cognitive II    ', 'Graduate', 'Student Option', '42446', 'Lecture', '5 units', '\xa0', ' Open', '6', '10', '4', '0', '0']
['\n        PSYC 225B - 01\xa0\xa0 Introduction to Developmental Research II    ', 'Graduate', 'Multi-Term Course', '43172', 'Seminar', '3 units', '\xa0', ' Closed', '0', '0', '3', '0', '0']
['\n        PSYC 230 - 01\xa0\xa0 Research in Cognitive Psychology Seminar    ', 'Graduate', 'Student Option', '42447', 'Seminar', '5 units', '\xa0', ' Open', '11', '30', '19', '0', '0']
['\n        PSYC 231 - 01\xa0\xa0 Research in Social Psychology Seminar    ', 'Graduate', 'Student Option', '42448', 'Seminar', '5 units', '\xa0', ' Open', '10', '30', '20', '0', '0']
['\n        PSYC 242 - 01\xa0\xa0 Research in Developmental Psychology Seminar    ', 'Graduate', 'Student Option', '42449', 'Seminar', '5 units', '\xa0', ' Open', '13', '30', '17', '0', '0']
['\n        PSYC 244B - 01\xa0\xa0 Proseminar II: Social and Personality Development    ', 'Graduate', 'Student Option', '42450', 'Seminar', '5 units', '\xa0', ' Open', '7', '10', '3', '0', '0']
['\n        PSYC 247 - 01\xa0\xa0 Special Topics in Developmental Psychology    ', 'Graduate', 'Student Option', '42451', 'Seminar', '5 units', '\xa0', ' Closed', '0', '0', '7', '0', '0']
['\n        PSYC 252 - 01\xa0\xa0 Special Topics in Cognitive Psychology    ', 'Graduate', 'Student Option', '42595', 'Seminar', '5 units', '\xa0', ' Open', '2', '10', '8', '0', '0']
['\n        PSYC 290B - 01\xa0\xa0 Advanced Developmental Research and Writing    ', 'Graduate', 'Multi-Term Course', '42452', 'Seminar', '2 units', '\xa0', ' Open', '2', '10', '8', '0', '0']
['\n        PUNJ 1A - 01\xa0\xa0 Accelerated First-Year Punjabi    ', 'Undergraduate', 'Student Option', '43016', 'Lecture', '5 units', '\xa0', ' Open', '14', '20', '6', '0', '0']
['\n        RUSS 2 - 01\xa0\xa0 First-Year Russian    ', 'Undergraduate', 'Student Option', '42453', 'Lecture', '5 units', '\xa0', ' Open', '12', '25', '13', '0', '0']
['\n        SCIC 201B - 01\xa0\xa0 The Science Feature    ', 'Graduate', 'Student Option', '42454', 'Seminar', '5 units', '\xa0', ' Closed', '0', '10', '10', '0', '0']
['\n        SCIC 201E - 01\xa0\xa0 Multimedia Science News    ', 'Graduate', 'Student Option', '42923', 'Seminar', '5 units', '\xa0', ' Closed', '0', '10', '10', '0', '0']
['\n        SOCD 202 - 01\xa0\xa0 Multiple-Platform Social Documentary Production    ', 'Graduate', 'Student Option', '42658', 'Seminar', '5 units', '\xa0', ' Closed', '0', '7', '8', '0', '0']
['\n        SOCD 203 - 01\xa0\xa0 Documentary Research Methods and Social Science Representation    ', 'Graduate', 'Student Option', '42666', 'Seminar', '5 units', '\xa0', ' Closed', '0', '7', '8', '0', '0']
['\n        SOCD 293 - 01\xa0\xa0 Studies and Practice for Social Documentation, Filmmaking, and New Media    ', 'Graduate', 'Student Option', '43063', 'Studio', '5 units', '\xa0', ' Closed', '2', '13', '11', '0', '0']
['\n        SOCD 294B - 01\xa0\xa0 Production/Analysis/Editing    ', 'Graduate', 'Student Option', '42667', 'Seminar', '5 units', '\xa0', ' Open', '1', '7', '6', '0', '0']
['\n        SOCY 3B - 01\xa0\xa0 Statistical Methods    ', 'Undergraduate', 'Student Option', '42464', 'Lecture', '5 units', 'SR', ' Open', '74', '180', '106', '0', '0']
['\n        SOCY 10 - 01\xa0\xa0 Issues and Problems in American Society    ', 'Undergraduate', 'Student Option', '42457', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '166', '0', '0']
['\n        SOCY 105A - 01\xa0\xa0 Classical Social Theory    ', 'Undergraduate', 'Student Option', '42471', 'Lecture', '5 units', '\xa0', ' Open', '1', '150', '149', '0', '0']
['\n        SOCY 105B - 01\xa0\xa0 Contemporary Social Theory    ', 'Undergraduate', 'Student Option', '42480', 'Lecture', '5 units', '\xa0', ' Open', '18', '165', '147', '0', '0']
['\n        SOCY 107A - 01\xa0\xa0 Designing ICT Projects for Social Enterprise    ', 'Undergraduate', 'Student Option', '43499', 'Lecture', '5 units', '\xa0', ' Open', '12', '50', '38', '0', '0']
['\n        SOCY 114 - 01\xa0\xa0 Sports and Society    ', 'Undergraduate', 'Student Option', '42489', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '53', '0', '0']
['\n        SOCY 117E - 01\xa0\xa0 Migrant Europe    ', 'Undergraduate', 'Student Option', '43812', 'Lecture', '5 units', 'ER', ' Open', '16', '40', '24', '0', '0']
['\n        SOCY 118 - 01\xa0\xa0 Popular Music, Social Practices, and Cultural Politics    ', 'Undergraduate', 'Student Option', '42490', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '40', '0', '0']
['\n        SOCY 121G - 01\xa0\xa0 Genomics and Society    ', 'Undergraduate', 'Student Option', '43814', 'Seminar', '5 units', 'PE-T', ' Open', '19', '40', '21', '0', '0']
['\n        SOCY 128C - 01\xa0\xa0 Social History of Democracy, Anarchism, and Indigenism    ', 'Undergraduate', 'Student Option', '43272', 'Lecture', '5 units', 'CC', ' Open', '34', '120', '86', '0', '0']
['\n        SOCY 137 - 01\xa0\xa0 Deviance and Conformity    ', 'Undergraduate', 'Student Option', '42491', 'Lecture', '5 units', 'PE-H', ' Closed', '0', '0', '60', '0', '0']
['\n        SOCY 145 - 01\xa0\xa0 Sociology of Masculinities    ', 'Undergraduate', 'Student Option', '42493', 'Lecture', '5 units', '\xa0', ' Closed', '0', '0', '48', '0', '0']
